address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan
"Bergsgatan 31, 2 tr",11050000,4713.0,2022-10-27,110.0,4.0,1,0,0,1,0,1,0,0,0,0
Maria Skolgata 93,8100000,3414.0,2022-10-27,55.0,2.0,1,0,0,1,0,0,0,0,1,0
"Sysslomansgatan 22, 8 tr",3325000,2030.0,2022-10-27,33.0,2.0,1,0,0,1,0,1,0,0,0,0
Bondegatan 13,4100000,2588.0,2022-10-27,44.0,2.0,1,0,0,0,0,0,0,0,1,0
"Thorildsvägen 8, 5 tr, vindsvåning",10000000,4114.0,2022-10-27,103.0,3.0,1,0,0,1,0,1,0,0,0,0
"Gotlandsgatan 78, 2tr",3400000,1881.0,2022-10-27,32.0,1.5,0,0,0,0,0,0,0,0,1,0
"Alströmergatan 32R, 3tr",4150000,2499.0,2022-10-27,46.0,2.0,0,0,0,0,0,1,0,0,0,0
"Fyrverkarbacken 32, 6 tr",2020000,498.0,2022-10-27,18.4,1.0,1,0,0,0,0,1,0,0,0,0
"Västmannagatan 25, 1 tr",5575000,2073.0,2022-10-27,54.0,2.0,1,0,0,1,0,0,0,0,0,1
Östgötagatan 79,3525000,1315.0,2022-10-27,35.0,2.0,1,0,0,0,0,0,0,0,1,0
"Skånegatan 113 2,5 tr",5300000,3088.0,2022-10-27,57.0,2.0,1,0,0,0,0,0,0,0,1,0
"Lundagatan 44A, vån 4 / 4",2940000,1589.0,2022-10-27,29.5,1.0,1,0,0,0,0,0,0,0,1,0
"Hantverkargatan 30, 1tr",8550000,0.0,2022-10-27,75.0,3.0,1,0,0,1,0,1,0,0,0,0
Völundsgatan 1,7150000,3628.0,2022-10-27,70.0,3.0,1,0,0,1,0,0,0,0,0,1
"Dalagatan 6B, 6tr",11000000,5309.0,2022-10-27,99.0,4.0,1,0,0,1,0,0,1,0,0,0
"Birger Jarlsgatan 111B, 2tr",6275000,2891.0,2022-10-26,64.0,2.0,1,0,0,1,0,0,0,0,0,1
Folkungagatan 63,4700000,2766.0,2022-10-26,49.0,2.0,1,0,0,0,0,0,0,0,1,0
"Heleneborgsgatan 54, hörnläge",4025000,1886.0,2022-10-26,39.3,2.0,1,0,0,1,0,0,0,0,1,0
Mariebergsgatan 19 3tr,7200000,3868.0,2022-10-26,85.0,3.0,1,0,0,1,0,1,0,0,0,0
Tomtebogatan 1B,4250000,955.0,2022-10-26,33.0,2.0,1,0,0,0,0,0,0,0,0,1
"Döbelnsgatan 15, 3tr",9150000,3819.0,2022-10-26,91.0,3.0,1,0,0,0,0,0,0,0,0,1
"Tjurbergsgatan 27 A, 3 tr",6500000,4287.0,2022-10-26,76.5,3.0,1,0,0,1,0,0,0,0,1,0
"Rörstrandsgatan 58, 1tr",7100000,2757.0,2022-10-26,67.0,3.0,1,0,0,0,0,0,0,0,0,1
Gyllenstiernsgatan 19,2700000,1004.0,2022-10-26,20.0,1.0,1,0,0,0,0,0,0,1,0,0
"Drottningholmsvägen 52, 4tr",5120000,2374.0,2022-10-26,58.0,2.0,1,0,0,1,0,1,0,0,0,0
"Wennerbergsgatan 6A, 3tr",2950000,1551.0,2022-10-26,30.0,1.5,1,0,0,1,0,1,0,0,0,0
"Warfvinges väg 18, vån 4 ACCEPTERAT PRIS.",6995000,4981.0,2022-10-26,88.0,4.0,1,0,0,1,0,1,0,0,0,0
"Palmbladsvägen 2, 4tr",4650000,3683.0,2022-10-26,59.0,3.0,1,0,0,1,0,1,0,0,0,0
"Skeppargatan 51, 4tr",11315000,4239.0,2022-10-26,90.0,4.0,1,0,0,1,0,0,0,1,0,0
Norrbackagatan 14,2500000,1557.0,2022-10-26,24.0,1.0,1,0,0,0,0,0,0,0,0,1
"Kungsholmsgatan 28, 3 tr",6800000,2322.0,2022-10-26,60.0,3.0,1,0,0,1,0,1,0,0,0,0
Bergsundsgatan 16,4850000,3407.0,2022-10-26,57.0,2.0,1,0,0,1,0,0,0,0,1,0
"Polhemsgatan 28, 2tr",4200000,1087.0,2022-10-26,39.0,2.0,1,0,0,1,0,1,0,0,0,0
Rålambsvägen 52,3495000,2226.0,2022-10-26,42.5,2.0,0,0,0,0,0,1,0,0,0,0
Folkungagatan 91/Nytorgsgatan 21,8575000,3199.0,2022-10-26,77.0,3.0,1,0,0,1,0,0,0,0,1,0
"Hornsgatan 43, 4tr",3200000,1804.0,2022-10-26,27.0,1.0,1,0,0,1,0,0,0,0,1,0
Upplandsgatan 65A,8200000,3012.0,2022-10-26,75.0,3.0,0,0,0,0,0,0,0,0,0,1
Igeldammsgatan 22b,7500000,4558.0,2022-10-26,83.0,3.0,1,0,0,0,0,1,0,0,0,0
Nybrogatan 45A,11900000,3197.0,2022-10-26,93.0,3.0,1,0,0,1,0,0,0,1,0,0
Skeppargatan 21A,6550000,0.0,2022-10-26,48.0,2.0,1,0,0,1,0,0,0,1,0,0
Kungsholmsgatan 50,4725000,1845.0,2022-10-26,43.0,2.0,0,0,0,1,0,1,0,0,0,0
"Katarina bangata 49, 2 tr",5250000,3367.0,2022-10-26,62.0,2.0,1,0,0,1,0,0,0,0,1,0
"Ringvägen 153, 2 tr",3550000,2431.0,2022-10-26,42.0,2.0,1,0,0,0,0,0,0,0,1,0
"Högbergsgatan 59A, 1 tr",3150000,2260.0,2022-10-26,39.0,1.0,0,0,0,0,0,0,0,0,1,0
"Flintbacken 6, 8 tr",6760000,3758.0,2022-10-26,80.5,3.0,0,0,0,0,0,0,0,0,1,0
"Borgargatan 6, 3,5tr",5120000,2463.0,2022-10-26,46.0,2.0,1,0,0,1,0,0,0,0,1,0
"Bergsundsgatan 16, 2 tr",2650000,1773.0,2022-10-26,27.0,1.0,0,0,0,0,0,0,0,0,1,0
"Fridhemsgatan 13, 4 TR",5730000,2808.0,2022-10-26,57.0,3.0,1,0,0,1,0,1,0,0,0,0
"Anna Steckséns Gata 15, 3 tr",3275000,1907.0,2022-10-26,31.0,1.5,1,0,0,1,0,0,0,0,0,1
Sankt Eriksplan 4,20200000,2671.0,2022-10-26,193.0,5.0,1,0,0,1,0,0,0,0,0,1
Tegelviksgatan 30,3700000,4088.0,2022-10-26,50.5,2.0,1,0,0,1,0,0,0,0,1,0
"Parkgatan 12, 4 tr",8100000,2837.0,2022-10-26,69.0,2.0,1,0,0,1,0,1,0,0,0,0
"Ernst Ahlgrens väg 4, vån 3 av 3",4100000,2217.0,2022-10-26,42.0,2.0,0,0,0,1,0,1,0,0,0,0
Frejgatan 21,7500000,2629.0,2022-10-26,77.0,3.0,0,0,0,0,0,0,0,0,0,1
Roslagsgatan 17,8100000,1368.0,2022-10-26,73.0,3.0,1,0,0,1,0,0,0,0,0,1
"Frejgatan 56 , vån 3,5",7600000,2329.0,2022-10-26,67.3,2.0,1,0,0,1,0,0,0,0,0,1
Drejargatan 7,6500000,2867.0,2022-10-26,60.0,2.5,1,0,0,1,0,0,0,0,0,1
"Anna Steckséns Gata 15, 3 tr",3275000,1897.0,2022-10-26,30.0,1.5,1,0,0,1,0,0,0,0,0,1
"Gyllenborgsgatan 16.1,5 tr.",2300000,1100.0,2022-10-26,20.5,1.0,0,0,0,0,0,1,0,0,0,0
Krukmakargatan 38,2450000,2163.0,2022-10-26,20.0,1.0,0,0,0,0,0,0,0,0,1,0
"Bondegatan 8, 1,5 tr",5450000,3132.0,2022-10-26,57.0,2.5,1,0,0,0,0,0,0,0,1,0
Sonja Kovalevskys Gata 11,6800000,3150.0,2022-10-26,63.0,2.0,1,0,0,1,0,0,0,0,0,1
"Tegelviksgatan 41, 4tr",7475000,4652.0,2022-10-26,74.0,3.0,1,0,0,1,0,0,0,0,1,0
Bergsgatan 3,12750000,3328.0,2022-10-26,103.0,3.0,1,0,0,1,0,1,0,0,0,0
Östgötagatan 45,8700000,3292.0,2022-10-26,88.0,2.5,1,0,0,1,0,0,0,0,1,0
Sonja Kovalevskys Gata 8,6700000,2841.0,2022-10-26,60.5,3.0,1,0,0,0,0,0,0,0,0,1
Ringvägen 135,4170000,1534.0,2022-10-26,42.0,2.0,1,0,0,0,0,0,0,0,1,0
Gotlandsgatan 71,5575000,3116.0,2022-10-25,64.0,2.0,1,0,0,0,0,0,0,0,1,0
"Hagagatan 37, 2,5 tr",3600000,2085.0,2022-10-25,34.0,2.0,1,0,0,1,0,0,0,0,0,1
Norra Stationsgatan 115,4600000,1967.0,2022-10-25,58.0,2.0,1,0,0,0,0,0,0,0,0,1
Robert Almströmsgatan 8,2760000,1187.0,2022-10-25,21.0,1.0,1,0,0,0,0,0,0,0,0,1
Fleminggatan 45,4175000,1629.0,2022-10-25,41.0,2.0,1,0,0,1,0,1,0,0,0,0
"Hagagatan 15E, 3 tr",7562500,3797.0,2022-10-25,77.0,3.0,1,0,0,1,0,0,0,0,0,1
Grindsgatan 35,2775000,1762.0,2022-10-25,38.0,1.0,0,0,0,0,0,0,0,0,1,0
Ringvägen 11 A,5425000,2358.0,2022-10-25,68.0,3.0,1,0,0,1,0,0,0,0,1,0
Skeppargatan 22B,5860000,1819.0,2022-10-25,49.0,2.0,0,1,0,0,0,0,0,1,0,0
Verkstadsgatan 9,3740000,2077.0,2022-10-25,39.0,2.0,1,0,0,1,0,0,0,0,1,0
"Kungsklippan 20, 4 tr",3700000,3190.0,2022-10-25,38.5,2.0,1,0,0,1,0,1,0,0,0,0
Drottningholmsvägen 48,6600000,2833.0,2022-10-25,71.5,3.0,1,0,0,1,0,1,0,0,0,0
"Wivalliusgatan 13, 1tr",4600000,3224.0,2022-10-25,57.0,2.0,1,0,0,0,0,1,0,0,0,0
Grev Magnigatan 14,7450000,1525.0,2022-10-25,56.5,2.0,1,0,0,0,0,0,0,1,0,0
Västmannagatan 70,4725000,1606.0,2022-10-25,43.0,2.0,1,0,0,0,0,0,0,0,0,1
Fatburs kvarngata 27,9550000,7331.0,2022-10-25,127.0,5.0,1,0,0,1,0,0,0,0,1,0
Gyllenborgsgatan 13,2650000,1467.0,2022-10-25,26.0,1.0,0,0,0,0,0,1,0,0,0,0
Hantverkargatan 50,4800000,1800.0,2022-10-25,46.0,3.0,1,0,0,0,0,1,0,0,0,0
Sonja Kovalevskys Gata 3,3600000,1750.0,2022-10-25,35.0,2.0,1,0,0,1,0,0,0,0,0,1
Kungsklippan 12,3850000,3869.0,2022-10-24,50.0,2.0,1,0,0,0,0,1,0,0,0,0
Kommendörsgatan 33A,3100000,1501.0,2022-10-24,28.0,1.0,1,0,0,0,0,0,0,1,0,0
"Samaritgränd 1, 0.5 tr.",4400000,2401.0,2022-10-24,51.0,2.0,1,0,0,0,0,0,0,0,1,0
"Lidnersplan 10, 5 tr",2850000,1880.0,2022-10-24,32.0,2.0,1,0,0,1,0,1,0,0,0,0
"Frejgatan 54A, 2tr",4650000,1600.0,2022-10-24,36.0,2.0,0,0,0,1,0,0,0,0,0,1
Erstagatan 16,5000000,2830.0,2022-10-24,46.0,2.0,1,0,0,1,0,0,0,0,1,0
Lidnersgatan 12A,2700000,2527.0,2022-10-24,33.0,1.0,1,0,0,0,0,1,0,0,0,0
"Roslagsgatan 42B, ACCEPTERAT PRIS!",8900000,4245.0,2022-10-24,78.0,3.0,1,0,0,1,0,0,0,0,0,1
Kungsholmsgatan 18,8300000,3727.0,2022-10-24,84.0,3.0,1,0,0,0,0,1,0,0,0,0
"Fleminggatan 101, 2tr",5500000,2526.0,2022-10-24,54.0,2.0,1,0,0,0,0,1,0,0,0,0
Roslagsgatan 42A,5700000,2993.0,2022-10-24,58.0,3.0,1,0,0,1,0,0,0,0,0,1
Bondegatan 6,5100000,2723.0,2022-10-24,47.0,2.0,1,0,0,1,0,0,0,0,1,0
Folkungagatan 65,2900000,1777.0,2022-10-24,32.0,1.0,1,0,0,0,0,0,0,0,1,0
"Fridhemsgatan 64, 3 tr",5700000,3885.0,2022-10-24,59.8,2.0,1,0,0,1,0,1,0,0,0,0
Marmorgatan 4,5860000,3461.0,2022-10-24,74.0,4.5,1,1,0,0,0,0,0,0,1,0
Lokstallsgatan 6,7900000,2720.0,2022-10-24,71.0,3.0,1,0,0,1,0,0,0,0,0,1
Wennerbergsgatan 6A,3700000,2360.0,2022-10-24,47.0,2.0,1,0,0,1,0,1,0,0,0,0
Birkagatan 16C,4600000,2264.0,2022-10-24,46.0,2.0,1,0,0,1,0,0,0,0,0,1
Birger Jarlsgatan 99 C,7200000,1654.0,2022-10-24,73.0,3.0,0,0,0,1,0,0,0,0,0,1
Heleneborgsgatan 12B,2600000,1035.0,2022-10-24,27.0,1.0,0,0,0,0,0,0,0,0,1,0
Sturegatan 44 B,6300000,1833.0,2022-10-24,50.0,2.0,1,0,0,1,0,0,0,1,0,0
Kungsbro Strand 21,2265000,2192.0,2022-10-24,24.0,1.0,1,0,0,1,0,1,0,0,0,0
"Rålambsvägen 29, 2tr",4000000,2922.0,2022-10-23,51.0,2.0,1,0,0,1,0,1,0,0,0,0
Jungfrugatan 43B,7535000,2439.0,2022-10-23,63.0,2.0,0,0,0,0,0,0,0,1,0,0
"Tideliusgränd 9, 5 / 5 tr!",4550000,2915.0,2022-10-23,48.0,2.0,1,0,0,1,0,0,0,0,1,0
"Sven Rinmans Gata 4, högst upp (Kungsbalkong)",3100000,1770.0,2022-10-23,24.0,1.0,1,0,0,1,0,1,0,0,0,0
"Ingemarsgatan 2, 3 tr",5900000,2784.0,2022-10-23,63.0,3.0,1,0,0,1,0,0,0,0,0,1
"Folkskolegatan 12, 5 tr",4560000,3194.0,2022-10-23,43.0,2.0,1,0,0,1,0,0,0,0,1,0
Skeppargatan 56,38000000,8015.0,2022-10-23,202.0,6.0,1,0,0,1,0,0,0,1,0,0
Birger Jarlsgatan 104C,4365000,3556.0,2022-10-22,48.5,2.0,0,0,0,0,0,0,0,1,0,0
"Idungatan 14, 1 tr",8800000,2902.0,2022-10-22,80.0,3.0,1,0,0,1,0,0,0,0,0,1
Åsögatan 100,10000000,3829.0,2022-10-22,105.0,4.0,1,0,0,1,0,0,0,0,1,0
"Bondegatan 24, 4 tr",3950000,2056.0,2022-10-22,43.0,1.5,1,0,0,1,0,0,0,0,1,0
"Ynglingagatan 15, 1tr",2870000,1493.0,2022-10-22,32.0,1.0,1,0,0,0,0,0,0,0,0,1
"Anders Reimers väg 13, 4 tr",3750000,2935.0,2022-10-22,41.0,2.0,1,0,0,0,0,0,0,0,1,0
"Bondegatan 63, 2 tr",3100000,2228.0,2022-10-21,34.5,2.0,1,0,0,0,0,0,0,0,1,0
Frejgatan 51,4900000,2125.0,2022-10-21,46.0,2.0,1,0,0,1,0,0,0,0,0,1
"Vanadisvägen 5, 4tr.",6400000,4404.0,2022-10-21,78.0,2.5,1,0,0,0,0,0,0,0,0,1
Falugatan 19,2475000,1374.0,2022-10-21,22.0,1.0,0,0,0,0,0,0,0,0,0,1
Kungsklippan 11,2600000,2685.0,2022-10-21,31.0,1.0,1,0,0,0,0,1,0,0,0,0
"Karlbergsvägen 80 A, 3,5tr",3225000,1487.0,2022-10-21,29.0,1.0,1,0,0,1,0,0,0,0,0,1
"Ringvägen 151A, 5tr",4150000,2347.0,2022-10-21,44.0,2.0,1,0,0,0,0,0,0,0,1,0
Sankt Eriksgatan 92,2950000,1203.0,2022-10-21,26.0,1.0,1,0,0,0,0,0,0,0,0,1
Blekingegatan 31B,2800000,1550.0,2022-10-21,30.0,1.0,1,0,0,0,0,0,0,0,1,0
Floragatan 5,14500000,3806.0,2022-10-21,117.1,5.0,1,0,0,1,0,0,0,1,0,0
Västmannagatan 46,6100000,246.0,2022-10-21,64.0,3.0,1,0,0,0,0,0,0,0,0,1
Oxenstiernsgatan 37,5400000,2698.0,2022-10-21,61.0,2.0,1,0,0,0,0,0,0,1,0,0
"Upplandsgatan 60, 5tr",7325000,2381.0,2022-10-21,69.0,2.0,1,0,0,1,0,0,0,0,0,1
Ringvägen 86,3510000,1780.0,2022-10-21,38.0,1.5,1,0,0,1,0,0,0,0,1,0
Karlavägen 18,6400000,2248.0,2022-10-21,54.0,2.0,1,0,0,0,0,0,0,1,0,0
"Gjutargatan 12, 2 tr",5750000,3584.0,2022-10-21,70.0,2.5,1,0,0,0,0,1,0,0,0,0
Tobaksspinnargatan 1,5700000,3034.0,2022-10-21,61.0,2.0,1,0,0,0,0,0,0,0,1,0
Skånegatan 74,3200000,2993.0,2022-10-21,33.0,1.0,1,0,0,1,0,0,0,0,1,0
"Jarlaplan 4, ½tr",3020000,780.0,2022-10-21,20.0,1.0,1,0,0,0,0,0,0,1,0,0
Hälsingegatan 51 (35 + 17 kvm),4900000,2175.0,2022-10-21,52.0,1.5,1,0,0,1,0,0,0,0,0,1
Möregatan 4,6375000,4582.0,2022-10-21,68.0,3.0,1,0,0,1,0,0,0,0,1,0
"Katarina Bangata 59A, 4 tr.",3700000,2068.0,2022-10-21,40.0,2.0,1,0,0,1,0,0,0,0,1,0
Tomtebogatan 40,5325000,2538.0,2022-10-21,57.0,2.0,1,0,0,1,0,0,0,0,0,1
Västmannagatan 49A,6750000,3056.0,2022-10-21,65.0,2.0,0,0,0,0,0,0,0,0,0,1
Tegnérgatan 11,4800000,2165.0,2022-10-21,49.0,2.0,0,1,0,0,0,0,0,0,0,1
"Ola Hanssonsgatan 3, Accepterat pris",2550000,1709.0,2022-10-21,28.0,1.0,0,0,0,0,0,1,0,0,0,0
Lützengatan 8,14050000,4370.0,2022-10-21,110.0,3.0,1,0,0,1,0,0,0,1,0,0
Surbrunnsgatan 2,6950000,3033.0,2022-10-21,66.0,3.0,1,0,0,0,0,0,0,1,0,0
Eriksdalsgatan 24,3500000,2177.0,2022-10-20,36.5,2.0,0,0,0,1,0,0,0,0,1,0
Birger Jarlsgatan 104K,2650000,1524.0,2022-10-20,21.0,1.0,0,0,0,0,0,0,0,1,0,0
Igeldammsgatan 14,3400000,2001.0,2022-10-20,34.0,1.0,1,0,0,0,0,1,0,0,0,0
Klippgatan 14c,4995000,2628.0,2022-10-20,57.5,3.0,1,0,0,0,0,0,0,0,1,0
"Bråvallagatan 7, BV",4250000,2449.0,2022-10-20,56.0,2.0,1,1,0,0,0,0,0,0,0,1
"Falugatan 16, 3tr",2790000,1482.0,2022-10-20,25.0,1.0,0,0,0,0,0,0,0,0,0,1
"Valhallavägen 152D, entréplan",5450000,1914.0,2022-10-20,49.0,2.0,1,1,0,0,0,0,0,1,0,0
"Karlbergsvägen 80A, 4,5tr",3250000,1487.0,2022-10-20,29.0,1.0,1,0,0,0,0,0,0,0,0,1
"Kungsklippan 12, vån 8",3605000,3023.0,2022-10-20,36.0,2.0,1,0,0,1,0,1,0,0,0,0
"Blekholmsterrassen 9, våning 9 & 10",8000000,5809.0,2022-10-20,71.0,2.0,1,1,0,1,0,0,1,0,0,0
"Pontonjärgatan 20, 1 tr",4400000,2650.0,2022-10-20,45.0,2.0,1,0,0,0,0,1,0,0,0,0
"Bergsunds strand 36, 4tr",3320000,1997.0,2022-10-20,41.0,1.0,1,0,0,1,0,0,0,0,1,0
Östermalmsgatan 89,45000000,9843.0,2022-10-20,275.0,7.0,1,0,0,1,0,0,0,1,0,0
"Riddargatan 45A, 1tr",7200000,1487.0,2022-10-20,50.0,2.0,0,0,0,0,0,0,0,1,0,0
Kapellgränd 17A,9970000,3233.0,2022-10-20,81.0,4.0,0,0,0,0,0,0,0,0,1,0
Sågargatan 4,4725000,2477.0,2022-10-20,52.7,2.0,1,0,0,1,0,0,0,0,1,0
Hornsbergs strand 15E,3700000,3175.0,2022-10-20,63.5,2.0,1,0,0,0,0,1,0,0,0,0
"Robert Almströmsgatan 12, 5 tr",4000000,2075.0,2022-10-20,36.0,2.0,1,0,0,0,0,0,0,0,0,1
Ringvägen 153,3375000,1986.0,2022-10-20,33.0,2.0,1,0,0,0,0,0,0,0,1,0
"Atlasmuren 16, 3 tr",7500000,3407.0,2022-10-20,73.0,2.5,1,0,0,1,0,0,0,0,0,1
"Grubbens gata 1, 3 tr",11550000,4396.0,2022-10-20,106.0,4.0,1,0,0,0,0,1,0,0,0,0
Bohusgatan 27A,4995000,4467.0,2022-10-20,60.0,2.5,1,1,0,0,0,0,0,0,1,0
"Ölandsgatan 44, vån 5",3825000,2090.0,2022-10-20,35.0,1.0,1,0,0,1,0,0,0,0,1,0
Kungsklippan 20,2710000,2458.0,2022-10-20,28.0,1.0,1,0,0,1,0,1,0,0,0,0
"Norra Stationsgatan 115, 5tr",3750000,1732.0,2022-10-20,43.0,2.0,1,0,0,0,0,0,0,0,0,1
Tegnérgatan 29,5100000,1395.0,2022-10-20,36.0,2.0,1,0,0,0,0,0,1,0,0,0
Ringvägen 138,3950000,2774.0,2022-10-20,52.0,2.0,1,0,0,0,0,0,0,0,1,0
"Alströmergatan 49, 5 tr",4350000,3386.0,2022-10-20,47.0,2.0,0,0,0,0,0,1,0,0,0,0
Metargatan 13,3430000,1777.0,2022-10-20,33.0,1.0,0,0,0,0,0,0,0,0,1,0
"Lindhagensgatan 59, 1,5tr",6400000,3346.0,2022-10-19,72.0,3.0,1,0,0,1,0,1,0,0,0,0
"Långholmsgatan 3 A, gårdshuset",3200000,1721.0,2022-10-19,34.0,1.0,0,0,0,0,0,0,0,0,1,0
Ringvägen 54,3900000,2457.0,2022-10-19,51.0,2.0,1,0,0,1,0,0,0,0,1,0
"Olof palmes gata 12, 4tr",3650000,1877.0,2022-10-19,39.0,1.5,1,0,0,1,0,0,1,0,0,0
"Warfvinges Väg 15, 3 tr",3795000,2287.0,2022-10-19,46.0,2.0,1,0,0,1,0,1,0,0,0,0
"Vikingagatan 14b, 4tr. ö.g",6400000,1790.0,2022-10-19,61.0,2.0,0,0,0,1,0,0,0,0,0,1
"Rörstrandsgatan 56A, 4tr",6750000,3572.0,2022-10-19,63.0,3.0,1,0,0,1,0,0,0,0,0,1
"Fleminggatan 45, 2 tr",3395000,1629.0,2022-10-19,39.0,2.0,1,0,0,0,0,1,0,0,0,0
"Västmannagatan 24, 1,5tr",4650000,1233.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1
"Rutger Fuchsgatan 1, 2tr",8850000,4458.0,2022-10-19,101.0,4.0,1,0,0,1,0,0,0,0,1,0
"Valhallavägen 174, 2 tr",3850000,2201.0,2022-10-19,40.0,2.0,1,0,0,1,0,0,0,1,0,0
Högbergsgatan 81C,4985000,3476.0,2022-10-19,58.0,2.0,0,0,0,0,0,0,0,0,1,0
"Noe arksgränden 6, BV",3910000,1773.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,1,0
Södermannagatan 12,4100000,2249.0,2022-10-19,39.0,2.0,1,0,0,0,0,0,0,0,1,0
"Lilla Erstagatan 6, 1tr",4035000,2197.0,2022-10-19,46.0,2.0,1,0,0,0,0,0,0,0,1,0
"Stagneliusvägen 23, 2 tr",3330000,2687.0,2022-10-19,38.5,2.0,1,0,0,1,0,1,0,0,0,0
Roslagsgatan 17,4850000,805.0,2022-10-19,44.0,2.0,1,0,0,0,0,0,0,0,0,1
"Vanadisvägen 31A, 4 tr",11650000,4194.0,2022-10-19,92.0,3.0,1,0,0,1,0,0,0,0,0,1
"Sibyllegatan 57, 1tr",7510000,2236.0,2022-10-19,55.0,2.0,0,0,0,1,0,0,0,1,0,0
Heleneborgsgatan 25B,7210000,3823.0,2022-10-19,69.0,3.0,0,0,0,0,0,0,0,0,1,0
"Norrtullsgatan 13, 1 tr",4545000,1318.0,2022-10-19,43.5,2.0,1,0,0,1,0,0,0,0,0,1
Heleneborgsgatan 9C,2700000,1356.0,2022-10-19,23.0,1.0,0,0,0,0,0,0,0,0,1,0
Bergsgatan 51,3200000,885.0,2022-10-19,31.0,1.0,1,0,0,0,0,1,0,0,0,0
Bondegatan 63,5350000,2980.0,2022-10-19,61.0,3.0,1,0,0,1,0,0,0,0,1,0
"Mariatorget 6A, högst upp!",6710000,2620.0,2022-10-19,60.0,2.0,0,0,0,1,0,0,0,0,1,0
Norr Mälarstrand 100,5000000,3494.0,2022-10-19,60.0,2.0,1,0,0,1,0,1,0,0,0,0
Tideliusgatan 69 5tr,7500000,3673.0,2022-10-19,80.0,3.0,1,0,0,1,0,0,0,0,1,0
"Frejgatan 15, 4tr",6565000,2081.0,2022-10-19,65.0,2.0,0,0,0,0,0,0,0,1,0,0
"Frödingsvägen 2, Möjlig 3:a (Balkong)",4600000,2518.0,2022-10-19,53.0,2.0,0,0,0,1,0,1,0,0,0,0
"Frejgatan 12, 4 tr",11525000,2547.0,2022-10-19,93.0,4.0,1,0,0,1,0,0,0,0,0,1
Gotlandsgatan 37,3700000,2301.0,2022-10-19,39.0,2.0,1,0,0,0,0,0,0,0,1,0
"Vitalisvägen 6, 2 tr",3500000,2359.0,2022-10-19,45.5,2.0,0,0,0,0,0,1,0,0,0,0
Grindsgatan 52,6360000,3881.0,2022-10-19,81.5,3.0,1,0,0,1,0,0,0,0,1,0
"Tideliusgatan 69, 2 tr",6750000,3673.0,2022-10-19,80.0,3.0,1,0,0,1,0,0,0,0,1,0
"Karlbergsvägen 23, 1 tr",4830000,1877.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1
Wennerbergsgatan 6B,2750000,1506.0,2022-10-19,30.0,1.0,1,0,0,1,0,1,0,0,0,0
"Jungfrugatan 41 A, 2,5 tr",7900000,2468.0,2022-10-19,64.0,3.0,0,0,0,0,0,0,0,1,0,0
Tomtebogatan 30B,9200000,2915.0,2022-10-19,74.0,3.0,1,0,0,1,0,0,0,0,0,1
Vulcanusgatan 1,4725000,2066.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1
"Södermannagatan 52, 6tr",8750000,2920.0,2022-10-19,70.0,3.0,1,0,0,1,0,0,0,0,1,0
Sankt Eriksgatan 4,4925000,3031.0,2022-10-19,51.0,3.0,0,1,0,0,0,1,0,0,0,0
"Frödingsvägen 2, 2,5 tr",3620000,2043.0,2022-10-19,43.0,2.0,0,0,0,0,0,1,0,0,0,0
Roslagsgatan 19,12250000,3058.0,2022-10-19,110.0,4.0,1,0,0,1,0,0,0,0,0,1
Torsgatan 39,5000000,1829.0,2022-10-19,60.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tantogatan 45, 12 tr",9570000,5263.0,2022-10-19,113.5,4.5,1,0,0,1,0,0,0,0,1,0
Danderydsgatan 25,11000000,5541.0,2022-10-18,103.0,4.0,1,1,0,0,0,0,0,1,0,0
"Bjurholmsplan 27, 4tr ",3100000,2224.0,2022-10-18,33.0,2.0,1,0,0,0,0,0,0,0,1,0
Helgalunden 17 (Gårdsläge),3250000,1889.0,2022-10-18,31.0,2.0,0,0,0,0,0,0,0,0,1,0
Lundagatan 50,3750000,1839.0,2022-10-18,35.0,2.0,0,0,0,1,0,0,0,0,1,0
Atlasgatan 7,7100000,2905.0,2022-10-18,68.2,3.0,1,0,0,0,0,0,0,0,0,1
"Kocksgatan 40, 6 tr",3950000,2250.0,2022-10-18,39.0,1.0,1,0,0,1,0,0,0,0,1,0
"Högalidsgatan 40B, 4tr",6000000,2528.0,2022-10-18,60.0,2.0,1,0,0,0,0,0,0,0,1,0
Nybrogatan 59,19800000,9863.0,2022-10-18,209.0,7.0,0,0,0,1,0,0,0,1,0,0
"Slipgatan 11, 5tr.",3225000,2566.0,2022-10-18,37.0,2.0,0,0,0,0,0,0,0,0,1,0
"Rörstrandsgatan 35, Mot Gård",5650000,1691.0,2022-10-18,61.0,2.5,1,0,0,0,0,0,0,0,0,1
Klippgatan 14C,6700000,3557.0,2022-10-18,64.0,3.0,0,0,0,1,0,0,0,0,1,0
Gästrikegatan 8,6800000,4158.0,2022-10-18,66.0,2.0,1,0,0,0,0,0,0,0,0,1
Pontonjärgatan 32,4350000,1674.0,2022-10-18,40.0,2.0,1,0,0,0,0,1,0,0,0,0
