address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan
"Norra Agnegatan 36A, gårdshus",3625000,1553.0,2022-12-06,33.0,1.0,1,0,0,1,0,1,0,0,0,0
Atlasgatan 9,3300000,1765.0,2022-12-06,32.0,1.0,1,0,0,0,0,0,0,0,0,1
"Inedalsgatan 17, 5tr",7500000,3733.0,2022-12-06,69.0,3.0,1,0,0,1,0,1,0,0,0,0
"Frejgatan 22, 2tr",7475000,3082.0,2022-12-06,75.0,3.0,1,0,0,1,0,0,0,0,0,1
Kaptensgatan 15,11100000,3996.0,2022-12-06,81.0,2.5,1,0,0,0,0,0,0,1,0,0
Kungstensgatan 57,4000000,848.0,2022-12-05,46.0,1.5,1,0,0,1,0,0,0,0,0,1
Ingemarsgatan 3B,3800000,2043.0,2022-12-05,35.0,2.0,1,0,0,0,0,0,0,0,0,1
"Krukmakargatan 54, 3tr",8350000,3675.0,2022-12-05,88.0,4.0,1,0,0,1,0,0,0,0,1,0
"Alströmergatan 32D, 4 / 4 tr",2750000,1498.0,2022-12-05,26.0,1.0,0,0,0,0,0,1,0,0,0,0
"John Ericssonsgatan 18, 4 tr",4120000,2026.0,2022-12-05,48.0,1.5,1,0,0,0,0,1,0,0,0,0
"Hagaesplanaden 74, 7tr",8600000,5238.0,2022-12-05,93.5,4.0,1,0,1,1,0,0,0,0,0,1
Birger Jarlsgatan 114,8600000,3310.0,2022-12-05,81.0,3.0,1,0,0,0,0,0,0,1,0,0
"Kristinebergs strand 31, 3 tr",11500000,5721.0,2022-12-05,102.0,4.0,1,0,0,1,0,1,0,0,0,0
"Frejgatan 47, 4tr",9200000,2075.0,2022-12-05,83.0,3.0,1,0,0,1,0,0,0,0,0,1
Rålambsvägen 12B,6000000,4629.0,2022-12-05,84.0,3.0,1,0,0,1,0,1,0,0,0,0
Slipgatan 12,3000000,2548.0,2022-12-05,34.0,1.0,1,0,0,1,0,0,0,0,1,0
Styrmansgatan 49,7000000,3889.0,2022-12-05,58.0,2.0,1,0,0,1,0,0,0,1,0,0
Fridhemsgatan 13,3330000,1695.0,2022-12-05,34.0,1.5,1,0,0,1,0,1,0,0,0,0
David bagares gata 26C,5500000,1983.0,2022-12-05,53.0,2.0,0,0,0,0,0,0,0,0,0,1
Kammakargatan 27A,18000000,7003.0,2022-12-05,172.0,4.0,0,0,0,0,0,0,1,0,0,0
"Parmmätargatan 22, 4 tr",4650000,2772.0,2022-12-04,51.0,2.0,0,0,0,0,0,1,0,0,0,0
Grevgatan 23,8050000,2676.0,2022-12-04,55.0,3.0,0,0,0,1,0,0,0,1,0,0
Sibyllegatan 26,3350000,1025.0,2022-12-04,24.0,1.0,1,0,0,0,0,0,0,1,0,0
"Herkulesgatan 26, 9 tr",5280000,3358.0,2022-12-04,55.0,2.0,1,0,0,1,0,0,1,0,0,0
"Hornstulls Strand 13, 3 tr",4300000,2622.0,2022-12-03,48.0,2.0,1,0,0,1,0,0,0,0,1,0
"Fatburs Kvarngata 4, vån 5",5500000,2759.0,2022-12-03,73.0,3.0,1,0,0,0,0,0,0,0,1,0
"Karlbergsvägen 87A, 3 tr",5600000,3236.0,2022-12-03,60.0,2.0,1,0,0,1,0,0,0,0,0,1
Valhallavägen 80A,4100000,2560.0,2022-12-03,44.0,2.0,0,1,0,0,0,0,0,1,0,0
Valhallavägen 47,2500000,1312.0,2022-12-03,21.0,1.0,1,0,0,0,0,0,0,1,0,0
"Norrbackagatan 54, 1,5 tr",3700000,2076.0,2022-12-03,39.0,2.0,1,0,0,0,0,0,0,0,0,1
"Katarina Bangata 79, 1 tr (vån 2)",3405000,273.0,2022-12-03,33.0,1.0,1,0,0,0,0,0,0,0,1,0
"Arbetargatan 33 B, 5 tr",9550000,2332.0,2022-12-03,118.0,4.0,1,0,0,1,0,1,0,0,0,0
"Lindvallsgatan 2, 2tr",3750000,2914.0,2022-12-02,48.0,2.0,1,0,0,0,0,0,0,0,1,0
Uggelviksgatan 12,5650000,4218.0,2022-12-02,64.0,2.0,1,0,0,1,0,0,0,1,0,0
Alströmergatan 51,3410000,1642.0,2022-12-02,30.0,2.0,1,0,0,1,0,1,0,0,0,0
"Blekholmsterrassen 3, vån 7",5800000,5191.0,2022-12-02,68.0,3.0,1,0,0,0,0,0,1,0,0,0
Celsiusgatan 7,3915000,1829.0,2022-12-02,45.0,1.5,1,0,0,0,0,1,0,0,0,0
"Pilgatan 28, 3 tr",3850000,2086.0,2022-12-02,40.0,1.0,1,0,0,0,0,1,0,0,0,0
Ringvägen 86,4450000,2702.0,2022-12-02,54.0,2.0,1,0,0,1,0,0,0,0,1,0
"Marmorgatan 11, 2 tr",2995000,2648.0,2022-12-02,38.0,1.0,1,0,0,1,0,0,0,0,1,0
Nybrogatan 83,4300000,1444.0,2022-12-02,31.0,1.0,1,0,0,0,0,0,0,1,0,0
"Kungsklippan 11, 3tr",2825000,2696.0,2022-12-02,31.0,2.0,1,0,0,0,0,1,0,0,0,0
"Birger Jarlsgatan 72, 3 tr",9000000,2674.0,2022-12-02,85.0,3.0,1,0,0,1,0,0,0,1,0,0
"Södermannagatan 74, vån 4",5500000,4313.0,2022-12-02,75.0,3.0,1,0,0,1,0,0,0,0,1,0
"Gästrikegatan 18A, 3tr. ög",6750000,1939.0,2022-12-02,54.0,2.0,0,0,0,1,0,0,0,0,0,1
"Hornsgatan 180, 1 tr",2700000,1822.0,2022-12-02,25.0,1.0,1,0,0,0,0,0,0,0,1,0
Sankt Eriksgatan 13,5550000,1955.0,2022-12-02,53.0,2.0,0,0,0,0,0,1,0,0,0,0
Sankt Eriksgatan 85D,3050000,758.0,2022-12-02,27.5,1.0,0,0,0,0,0,0,0,0,0,1
"Färgargårdstorget 24, 1 tr.",9100000,5099.0,2022-12-02,111.5,4.0,1,0,0,1,0,0,0,0,1,0
Kungstensgatan 56,13000000,5550.0,2022-12-02,149.5,5.0,1,0,0,0,0,0,0,0,0,1
"Nybrogatan 87A, 4 tr",5400000,1781.0,2022-12-02,40.0,2.0,1,0,0,1,0,0,0,1,0,0
"Tegnérgatan 55C, 4 tr",2725000,1674.0,2022-12-02,24.0,1.0,1,0,0,0,0,0,0,0,0,1
"Sankt Göransgatan 81, vån 2",5900000,4290.0,2022-12-01,79.5,3.0,1,0,0,1,0,1,0,0,0,0
"Hälsingegatan 51, vån 4",5050000,2700.0,2022-12-01,54.0,2.0,1,0,0,1,0,0,0,0,0,1
"Igeldammsgatan 34, 6 tr",3400000,2022.0,2022-12-01,37.0,1.0,1,0,0,0,0,1,0,0,0,0
Kronobergsgatan 18,3200000,1685.0,2022-12-01,34.0,1.0,1,0,0,0,0,1,0,0,0,0
Lindhagensgatan 59,3650000,2795.0,2022-12-01,54.0,2.0,0,0,0,0,0,1,0,0,0,0
Åsögatan 192,4200000,2365.0,2022-12-01,50.5,2.0,1,0,0,0,0,0,0,0,1,0
Kommendörsgatan 17,2400000,531.0,2022-12-01,18.0,1.0,0,0,0,0,0,0,0,1,0,0
"Lundagatan 50, 1 tr",2800000,1382.0,2022-12-01,24.0,1.0,0,0,0,1,0,0,0,0,1,0
"Bastugatan 33, 2 tr",9100000,2839.0,2022-12-01,85.0,3.0,1,0,0,1,0,0,0,0,1,0
Lidnersgatan 8,3800000,3820.0,2022-12-01,48.0,2.0,1,0,0,1,0,1,0,0,0,0
Sysslomansgatan 8 lgh 1202,5000000,3020.0,2022-12-01,62.0,4.0,1,0,0,1,0,1,0,0,0,0
Ringvägen 155 C,2900000,1729.0,2022-12-01,31.0,1.0,1,0,0,0,0,0,0,0,1,0
"Tomtebogatan 16, 3 tr",4525000,1325.0,2022-12-01,39.0,1.5,1,0,0,0,0,0,0,0,0,1
Brännerigatan 5,4650000,2868.0,2022-12-01,51.0,2.0,1,0,0,0,0,0,0,0,1,0
"Karlavägen 90A, 1 tr ög",2765000,1609.0,2022-12-01,21.0,1.0,0,0,0,0,0,0,0,1,0,0
"Ernst Ahlgrens Väg 6, 2 tr",3750000,2173.0,2022-12-01,41.0,2.0,0,0,0,1,0,1,0,0,0,0
Heleneborgsgatan 8C,3850000,2152.0,2022-12-01,40.0,1.0,1,0,0,0,0,0,0,0,1,0
"Karlbergsvägen 48, 6tr",7050000,3236.0,2022-12-01,59.0,2.0,1,0,0,1,0,0,0,0,0,1
Tjärhovsgatan 22,1900000,1911.0,2022-12-01,19.0,1.0,1,0,0,0,0,0,0,0,1,0
Kattgränd 8,6850000,3302.0,2022-11-30,70.0,4.0,0,0,0,0,0,0,0,0,1,0
Hornsgatan 66,9350000,3303.0,2022-11-30,107.0,4.0,1,0,0,1,0,0,0,0,1,0
"Dalagatan 74A, ög",4600000,2352.0,2022-11-30,41.0,2.0,0,0,0,0,0,0,0,0,0,1
"Teknologgatan 9C, 2 tr ÖG ",6910000,2844.0,2022-11-30,60.0,2.5,0,0,0,1,0,0,0,0,0,1
"Lindhagensterrassen 19, vån 9",4625000,2506.0,2022-11-30,59.5,2.0,1,0,0,1,0,1,0,0,0,0
"Götgatan 118, vån 3",4400000,2314.0,2022-11-30,52.0,2.0,1,0,0,1,0,0,0,0,1,0
"Norra Agnegatan 38, 4 tr",5300000,2200.0,2022-11-30,60.0,1.0,1,0,0,0,0,1,0,0,0,0
"Ynglingagatan 17, 5 tr",10100000,5124.0,2022-11-30,115.0,3.5,1,0,0,1,0,0,0,0,0,1
"Polhemsgatan 28, 4 tr",6150000,1921.0,2022-11-30,72.0,2.0,1,0,0,1,0,1,0,0,0,0
Engelbrektsgatan 14,9800000,3284.0,2022-11-30,76.0,2.0,1,0,0,1,0,0,0,1,0,0
Skeppargatan 70A,4500000,1617.0,2022-11-30,41.0,1.5,0,0,0,0,0,0,0,1,0,0
Adlerbethsgatan 17,3070000,1847.0,2022-11-30,34.0,2.0,0,0,0,0,0,1,0,0,0,0
Grubbens gata 3,3775000,1544.0,2022-11-30,38.0,1.5,1,0,0,1,0,1,0,0,0,0
Grev Turegatan 76,8100000,2815.0,2022-11-30,58.0,2.0,1,0,0,0,0,0,0,1,0,0
"Anna Steckséns Gata 15, 5 tr",4800000,2787.0,2022-11-30,45.0,2.0,1,0,1,1,0,0,0,0,0,1
"Torkel Knutssonsgatan 29, 2tr",7310000,2983.0,2022-11-30,67.0,3.0,1,0,0,0,0,0,0,0,1,0
Tavastgatan 31,2800000,761.0,2022-11-30,25.0,1.0,1,0,0,0,0,0,0,0,1,0
Bohusgatan 51,6700000,4425.0,2022-11-30,85.0,3.0,1,0,0,1,0,0,0,0,1,0
Västmannagatan 84,7650000,2214.0,2022-11-30,72.7,2.5,1,0,0,0,0,0,0,0,0,1
Bråvallagatan 9B,8550000,3186.0,2022-11-30,89.0,2.5,0,0,0,0,0,0,0,0,0,1
Torsgatan 42 A,7650000,3807.0,2022-11-30,74.0,2.0,1,0,0,1,0,0,0,0,0,1
"Ringvägen 127B, 2tr",3550000,1314.0,2022-11-30,35.0,2.0,1,0,0,0,0,0,0,0,1,0
"Tre Liljor 4, 5tr",3600000,1566.0,2022-11-30,34.0,1.5,1,0,0,0,0,0,0,0,0,1
Brahegatan 7b,18500000,7749.0,2022-11-30,130.0,4.0,1,0,0,0,0,0,0,1,0,0
"Sankt eriksgatan 101A, gårdshus",2925000,1279.0,2022-11-30,26.0,1.0,1,0,0,0,0,0,0,0,0,1
Odengatan 36,8350000,3885.0,2022-11-30,94.0,4.0,1,0,0,0,0,0,0,0,0,1
"Slipgatan 12, 6 tr",3190000,2067.0,2022-11-30,27.0,1.0,1,0,0,1,0,0,0,0,1,0
"Bondegatan 31, 6 tr",7100000,2895.0,2022-11-29,86.0,3.0,1,0,0,1,0,0,0,0,1,0
"Vikingagatan 28, 2tr",6200000,1461.0,2022-11-29,60.0,2.0,1,0,0,0,0,0,0,0,0,1
Birkagatan 31,6300000,2516.0,2022-11-29,59.0,2.0,1,1,0,0,0,0,0,0,0,1
Ringvägen 11G,5250000,2315.0,2022-11-29,74.0,3.0,1,0,0,0,0,0,0,0,1,0
Blekingegatan 31 B,3500000,2383.0,2022-11-29,39.0,2.0,0,0,0,0,0,0,0,0,1,0
Skånegatan 105 A,2695000,1735.0,2022-11-29,30.0,1.0,1,0,0,0,0,0,0,0,1,0
Kattgränd 3A (Högst upp),2950000,1508.0,2022-11-29,27.0,1.0,0,0,0,0,0,0,0,0,1,0
"Ulriksborgsgatan 9, 7 tr",5650000,3852.0,2022-11-29,75.0,3.0,1,0,0,1,0,1,0,0,0,0
"Tre Liljor 2B, 3 tr",3700000,2158.0,2022-11-29,39.0,1.0,1,0,0,0,0,0,0,0,0,1
"Krukmakargatan 8, vån 5",9650000,3874.0,2022-11-29,92.0,4.0,1,0,0,1,0,0,0,0,1,0
"Lundagatan 36A, 2tr",2750000,1610.0,2022-11-29,30.0,1.5,1,0,0,0,0,0,0,0,1,0
"Anna Steckséns Gata 15, 6 tr",3800000,1904.0,2022-11-29,31.0,1.5,1,0,1,1,0,0,0,0,0,1
Valhallavägen 65,5875000,4624.0,2022-11-29,75.0,2.0,1,0,0,1,0,0,0,1,0,0
"Karlbergsvägen 62, 4tr",7595000,1194.0,2022-11-29,69.0,2.0,1,0,0,0,0,0,0,0,0,1
"Anders Reimers väg 15, 2 tr",3875000,2754.0,2022-11-29,40.0,2.0,1,0,0,1,0,0,0,0,1,0
Warfvinges Väg 3,4450000,3208.0,2022-11-29,59.0,3.0,1,0,0,1,0,1,0,0,0,0
Jungfrugatan 36,4700000,1506.0,2022-11-29,35.0,1.0,1,0,0,0,0,0,0,1,0,0
"Kronobergsgatan 19A, våning 4!",3600000,1689.0,2022-11-29,35.0,2.0,0,0,0,1,0,1,0,0,0,0
"Sveavägen 138, 4 tr",3900000,1601.0,2022-11-29,39.0,2.0,1,0,0,1,0,0,0,0,0,1
Torsplan 8,6650000,3866.0,2022-11-29,63.0,2.0,1,0,0,1,0,0,0,0,0,1
"Nina Einhorns gata 1, 4 tr",3425000,1955.0,2022-11-29,37.5,2.0,1,0,0,1,0,0,0,0,0,1
Norrbackagatan 40,3890000,2142.0,2022-11-29,39.0,2.0,0,0,0,0,0,0,0,0,0,1
"Roslagsgatan 23, 4tr",6300000,2453.0,2022-11-29,57.0,2.0,1,0,0,0,0,0,0,0,0,1
Sven Rinmans Gata 3,4810000,2497.0,2022-11-29,51.0,2.0,1,1,0,0,0,1,0,0,0,0
"Runiusgatan 9, 1,5 tr",3140000,1633.0,2022-11-29,38.0,2.0,1,0,0,0,0,1,0,0,0,0
Kristinebergs slottsväg 3,4450000,3317.0,2022-11-29,58.0,2.0,1,0,0,1,0,1,0,0,0,0
"Karlbergsvägen 25B, 3 tr",6770000,2369.0,2022-11-29,61.0,2.0,0,0,0,1,0,0,0,0,0,1
Metargatan 13,3220000,1777.0,2022-11-29,33.0,1.0,0,0,0,0,0,0,0,0,1,0
Dalslandsgatan 7,3400000,1715.0,2022-11-29,36.5,2.0,0,0,0,0,0,0,0,0,1,0
Östermalmsgatan 78,6750000,2655.0,2022-11-28,54.0,2.5,0,1,0,0,0,0,0,1,0,0
"Bengt Ekehjelmsgatan 9, ACCEPTERAT PRIS!",7300000,4104.0,2022-11-28,74.0,3.0,1,0,0,0,0,0,0,0,1,0
Kellgrensgatan 16,6050000,4016.0,2022-11-28,81.0,3.0,1,0,0,1,0,1,0,0,0,0
"Kungsklippan 11, 4tr",2850000,2707.0,2022-11-28,31.0,2.0,1,0,0,0,0,1,0,0,0,0
"Hornsgatan 62A, 2 tr ö.g",4750000,1162.0,2022-11-28,46.0,2.0,0,0,0,1,0,0,0,0,1,0
"Kungstensgatan 35A, 3tr",8500000,3279.0,2022-11-28,74.0,2.5,0,0,0,1,0,0,0,0,0,1
Klippgatan 14 F,6175000,3525.0,2022-11-27,69.5,3.0,0,0,0,0,0,0,0,0,1,0
"Oxenstiernsgatan 37, 5 tr",7600000,3056.0,2022-11-27,73.0,3.0,1,0,0,1,0,0,0,1,0,0
Wollmar Yxkullsgatan 52B,3900000,2171.0,2022-11-27,39.0,2.0,1,0,0,0,0,0,0,0,1,0
"Anna Steckséns Gata 15, 5 tr",4150000,2526.0,2022-11-27,41.0,2.0,1,0,1,1,0,0,0,0,0,1
"Upplandsgatan 54A, 4tr",14500000,5034.0,2022-11-27,122.0,4.0,1,0,0,0,0,0,0,0,0,1
"Kungsholmsgatan 44, 3tr",4800000,1875.0,2022-11-27,42.0,3.0,0,0,0,1,0,1,0,0,0,0
Kellgrensgatan 10,4250000,3438.0,2022-11-27,53.0,2.0,0,0,0,0,0,1,0,0,0,0
"Sankt Eriksgatan 57, 4 tr.",11375000,4499.0,2022-11-26,105.0,4.0,1,0,0,1,0,1,0,0,0,0
"Bergsunds strand 15, 5 tr",4300000,1899.0,2022-11-26,42.0,2.0,1,0,0,1,0,0,0,0,1,0
Wollmar Yxkullsgatan 15a,3420000,1826.0,2022-11-26,43.0,2.0,0,0,0,0,0,0,0,0,1,0
"Stigbergsgatan 32A, 3 tr",4290000,1781.0,2022-11-26,38.0,2.0,1,0,0,0,0,0,0,0,1,0
"Götgatan 100, 1tr",4730000,2797.0,2022-11-26,65.0,2.5,1,0,0,1,0,0,0,0,1,0
Grindsgatan 37,5600000,3339.0,2022-11-26,72.0,3.0,1,0,0,0,0,0,0,0,1,0
Roslagsgatan 47,3100000,1855.0,2022-11-25,36.5,1.5,1,0,0,0,0,0,0,0,0,1
"Folkskolegatan 6, 3 tr",2525000,2007.0,2022-11-25,22.0,1.0,1,0,0,0,0,0,0,0,1,0
"Tegelviksgatan 37, 6 tr",6600000,5630.0,2022-11-25,86.5,3.0,1,0,0,1,0,0,0,0,1,0
Erstagatan 23 ,3490000,2111.0,2022-11-25,37.8,1.0,1,0,0,0,0,0,0,0,1,0
"Kvarngatan 5, 1 tr",2995000,1948.0,2022-11-25,26.0,1.0,0,0,0,0,0,0,0,0,1,0
"Götgatan 118, 2tr",4410000,2314.0,2022-11-25,52.0,2.0,1,0,0,1,0,0,0,0,1,0
Pipersgatan 18,3550000,3123.0,2022-11-25,37.5,2.0,1,0,0,1,0,1,0,0,0,0
"Klara Västra Kyrkogata 17, 18 tr",12000000,4446.0,2022-11-25,56.0,2.0,1,1,0,1,0,0,1,0,0,0
"Ringvägen 11C, 5 tr",6600000,2544.0,2022-11-25,74.0,3.0,1,0,0,1,0,0,0,0,1,0
"Geijersvägen 22, Vån 5 / 5",4750000,2960.0,2022-11-25,61.0,2.0,1,0,0,1,0,1,0,0,0,0
"Birkagatan 34, 1 / 2 tr",6150000,1999.0,2022-11-25,63.0,2.0,1,0,0,0,0,0,0,0,0,1
Rålambshovsleden 44,3900000,2659.0,2022-11-25,42.0,2.0,1,0,0,1,0,1,0,0,0,0
Stureparken 4,12800000,2175.0,2022-11-25,87.0,3.0,1,0,0,1,0,0,0,1,0,0
Mosebacke torg 14 A,9400000,3560.0,2022-11-25,76.0,4.0,0,0,0,0,0,0,0,0,1,0
